source_path,file_name,reason,sha256,size_bytes
crawler_downloads/log_02_ESC_DESYNC_2.bin,log_02_ESC_DESYNC_2.bin,not a dataflash log (png),93740a53d92cd7fd3e7775118d8064e413b0c7750bb93e0380366d3fd9c4aef3,9694
crawler_downloads/log_03_ESC_DESYNC_2.bin,log_03_ESC_DESYNC_2.bin,not a dataflash log (png),95526d6056a7f62d741d46a31193b5d7b722e7a657126d77bbda7e786cac940b,184758
crawler_downloads/log_04_ESC_DESYNC_2.bin,log_04_ESC_DESYNC_2.bin,not a dataflash log (png),892fc5f76b9bde99a54c1162307ebaee8702f3aac2e850297c960369173a003f,382926
crawler_downloads/log_06_POWER_LOSS_2.bin,log_06_POWER_LOSS_2.bin,not a dataflash log (png),006f463aa840d7b22b40e112ae48ca734b75dbc6acbb66f28ac539f2bd7a8150,65103
crawler_downloads/log_07_GPS_GLITCH_2.bin,log_07_GPS_GLITCH_2.bin,not a dataflash log (png),ec36079fc1b4a3b4b56d60da8801e84dd7aa7bed2ac4fc96dba059a7b1b10677,2410
crawler_downloads/log_08_VIBE_HIGH_2.bin,log_08_VIBE_HIGH_2.bin,not a dataflash log (png),b6257db53df7c72ea4c1702797dd8052c0dd8960d43b30f863bfd91fdba14d4a,12121
crawler_downloads/log_11_ESC_DESYNC_3.bin,log_11_ESC_DESYNC_3.bin,not a dataflash log (png),6cf9bf4afe51189c7f105ce9fd721934b8f8842e6f48ae08ca00abd43c2d8d1b,36603
crawler_downloads/log_13_PARAM_MISCONFIG_2.bin,log_13_PARAM_MISCONFIG_2.bin,not a dataflash log (png),130cb2be4b60d3988f001e87882719115face8b7235742535d25626d77c69605,176213
