source_path,relative_path,file_name,kind,size_bytes,sha256,signature,parse_ok,parse_message_count,parse_message_types,parse_error
fast_mode_downloads/log_01_VIBE_HIGH.bin,fast_mode_downloads/log_01_VIBE_HIGH.bin,log_01_VIBE_HIGH.bin,bin,1540096,c648fe37de19bce0d6985ae04299af192287f9bd3009cbd5c69c56158cebc706,binlike,True,3000,53,
fast_mode_downloads/log_11_ESC_DESYNC.bin,fast_mode_downloads/log_11_ESC_DESYNC.bin,log_11_ESC_DESYNC.bin,bin,12857268,43bd1475d82ee3a0a719faf501aea0b29645dc8af299190143677735f7b8e6cb,binlike,True,3000,68,
log_01_VIBE_HIGH.bin,log_01_VIBE_HIGH.bin,log_01_VIBE_HIGH.bin,bin,1540096,c648fe37de19bce0d6985ae04299af192287f9bd3009cbd5c69c56158cebc706,binlike,True,3000,53,
log_11_ESC_DESYNC.bin,log_11_ESC_DESYNC.bin,log_11_ESC_DESYNC.bin,bin,12857268,43bd1475d82ee3a0a719faf501aea0b29645dc8af299190143677735f7b8e6cb,binlike,True,3000,68,
crawler_downloads/log_17_EKF_FAILSAFE_1.zip,crawler_downloads/log_17_EKF_FAILSAFE_1.zip,log_17_EKF_FAILSAFE_1.zip,zip,4485535,bc8cfca5a523f5dc54a09d627161afdb606af553e468bd300bde44f27f8bd2de,archive,False,0,0,archive
crawler_downloads/log_18_EKF_FAILSAFE_1.zip,crawler_downloads/log_18_EKF_FAILSAFE_1.zip,log_18_EKF_FAILSAFE_1.zip,zip,2768998,17a8b3a915cb9e216936f65cea803528dc5ea9d272ad5e96a4ba4acdefedde4f,archive,False,0,0,archive
crawler_downloads_v2/log_17_EKF_FAILSAFE_1.zip,crawler_downloads_v2/log_17_EKF_FAILSAFE_1.zip,log_17_EKF_FAILSAFE_1.zip,zip,4485535,bc8cfca5a523f5dc54a09d627161afdb606af553e468bd300bde44f27f8bd2de,archive,False,0,0,archive
crawler_downloads_v2/log_18_EKF_FAILSAFE_1.zip,crawler_downloads_v2/log_18_EKF_FAILSAFE_1.zip,log_18_EKF_FAILSAFE_1.zip,zip,2768998,17a8b3a915cb9e216936f65cea803528dc5ea9d272ad5e96a4ba4acdefedde4f,archive,False,0,0,archive
fast_mode_downloads/log_17_EKF_FAILSAFE.zip,fast_mode_downloads/log_17_EKF_FAILSAFE.zip,log_17_EKF_FAILSAFE.zip,zip,4485535,bc8cfca5a523f5dc54a09d627161afdb606af553e468bd300bde44f27f8bd2de,archive,False,0,0,archive
fast_mode_downloads/log_18_EKF_FAILSAFE.zip,fast_mode_downloads/log_18_EKF_FAILSAFE.zip,log_18_EKF_FAILSAFE.zip,zip,2768998,17a8b3a915cb9e216936f65cea803528dc5ea9d272ad5e96a4ba4acdefedde4f,archive,False,0,0,archive
log_17_EKF_FAILSAFE.zip,log_17_EKF_FAILSAFE.zip,log_17_EKF_FAILSAFE.zip,zip,4485535,bc8cfca5a523f5dc54a09d627161afdb606af553e468bd300bde44f27f8bd2de,archive,False,0,0,archive
log_18_EKF_FAILSAFE.zip,log_18_EKF_FAILSAFE.zip,log_18_EKF_FAILSAFE.zip,zip,2768998,17a8b3a915cb9e216936f65cea803528dc5ea9d272ad5e96a4ba4acdefedde4f,archive,False,0,0,archive
