source_path,relative_path,file_name,kind,size_bytes,sha256,signature,parse_ok,parse_message_count,parse_message_types,parse_error
downloads/log_0057_oscillation_crash.bin,downloads/log_0057_oscillation_crash.bin,log_0057_oscillation_crash.bin,bin,3294211,ca2e821c6686411f14997b427dc7ebe286aa3fa41f6262d9ddd51a0f9f3cb65e,binlike,True,3000,45,
downloads/log_0058_flyaway.bin,downloads/log_0058_flyaway.bin,log_0058_flyaway.bin,bin,1957888,396bc7ab6056c96abab9d93d615115f58c30e36a6a373565bd26e30b34cc057e,binlike,True,3000,28,
downloads/log_0059_flyaway.bin,downloads/log_0059_flyaway.bin,log_0059_flyaway.bin,bin,489031,9ae5224970cc1340f99205a1ef807742470924352a68e606e13d0c249f6bef51,binlike,True,3000,48,
downloads/log_0060_flyaway.bin,downloads/log_0060_flyaway.bin,log_0060_flyaway.bin,bin,444767,a4d4a24d39c3a028704f0cee08899d60c46ba43ed237662b2352fdf8d02fe0a4,binlike,True,3000,48,
downloads/log_0061_flyaway.bin,downloads/log_0061_flyaway.bin,log_0061_flyaway.bin,bin,536576,20fe2a41c6ded85bcc36efd3337de6bf53a5c0e0a8178d481f1ecc52bb38b18e,binlike,True,3000,36,
downloads/log_0062_flyaway.bin,downloads/log_0062_flyaway.bin,log_0062_flyaway.bin,bin,1462272,c6d4e2f2539fc101acdfce3216d5cea54b9efa5e92303f7417d7f8aaa133865e,binlike,True,3000,48,
downloads/log_0063_flyaway.bin,downloads/log_0063_flyaway.bin,log_0063_flyaway.bin,bin,19991073,4be9cde3ea55c3cdabf84251ec2064591d051c71b6a4c973760ca65202e1ce40,binlike,True,3000,53,
downloads/log_0064_flyaway.bin,downloads/log_0064_flyaway.bin,log_0064_flyaway.bin,bin,1011712,01803ce998a260eb56293a2e805ce3350a9b3d1fe00fb0a90bedc149849e611e,binlike,True,3000,44,
downloads/log_0065_flyaway.bin,downloads/log_0065_flyaway.bin,log_0065_flyaway.bin,bin,19783680,b89fc87fea657312f90ca28f92e6108f42bc97cb5c27267df8fc82bdfae690c0,binlike,True,3000,51,
downloads/log_0066_flyaway.bin,downloads/log_0066_flyaway.bin,log_0066_flyaway.bin,bin,471040,af2836cad8f18ca67758f6e45730a2756a37938dfc2f2e2dc6fbb27dca7e5641,binlike,True,3000,47,
